code,omschrijving,bouwgrootte,vermogen,polen,bouwvorm,volt,ie_klasse,materiaal,vrije_voorraad,inkomend,bearing_de,bearing_nde,cooling,hs_code,insulation,max_temp,min_temp,mounting_pos,options,paint,protection,shaft_dim,standard_type,terminal_box_pos,tropical,weight
3S037.00D4F4L.,YE3-225S4,225,37.0,4,B3,400/690,IE3,Gietijzer,8,0,6313 C3,6313 C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,60x140,IEC60034,Links-D4,0.95,310
3S037.00D4F4R.,YE3-225S4,225,37.0,4,B3,400/690,IE3,Gietijzer,0,0,6313 C3,6313 C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,60x140,IEC60034,Rechts-B1,0.95,310
3S045.00D4F4.,YE3-225M4,225,45.0,4,B3,400/690,IE3,Gietijzer,0,0,6313 C3,6313 C3,IC411,8501529090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,60x140,IEC60034,Boven-A1,0.95,340
3S055.00D4F4.,VB250M-4,250,55.0,4,B3,400/690,IE3,Gietijzer,0,0,6314 C3,6314 C3,IC411,8501529090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,65x140,IEC60034,Boven-A1,0.95,450
3S075.00D4D4.,YE3-280S4,280,75.0,4,B5,400/690,IE3,Gietijzer,1,0,6317 C3,6317 C3,IC411,8501529090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,75x140,IEC60034,Boven-A1,0.95,640
3S075.00D4F4.,YE3-280S-4,280,75.0,4,B3,400/690,IE3,Gietijzer,0,0,6317 C3,6317 C3,IC411,8501529090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,75x140,IEC60034,Boven-A1,0.95,640
3S090.00D4D4.,YE3-280M4,280,90.0,4,B5,400/690,IE3,Gietijzer,0,5,6317 C3,6317 C3,IC411,8501538190,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,75x140,IEC60034,Boven-A1,0.95,680
3S090.00D4F4.,VB280M-4,280,90.0,4,B3,400/690,IE3,Gietijzer,0,0,6317 C3,6317 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,75x140,IEC60034,Boven-A1,0.95,680
3S110.00D4F4.,YE3-315S4,315,110.0,4,B3,400/690,IE3,Gietijzer,6,0,NU319 C3,6319 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,80x170,IEC60034,Boven-A1,0.95,960
3S110.00D4K4.,YE3-315S4,315,110.0,4,B3,400/690,IE3,Gietijzer,3,0,6319 C3,6319 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,80x170,IEC60034,Boven-A1,0.95,960
3S110.00D4V4.,YE3-315S4,315,110.0,4,V1,400/690,IE3,Gietijzer,0,3,6319 C3,7319,IC411,8501538190,F/B,40,-20,V1-flens-verticaal-as naar beneden,PTC,RAL7030 / RAL7030,IP55,80x170,IEC60034,Boven-A1,0.95,960
3S132.00D4F4.,YE3-315M4,315,132.0,4,B3,400/690,IE3,Gietijzer,0,0,NU319 C3,6319 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,80x170,IEC60034,Boven-A1,0.95,1148
3S132.00D4V4.,YE3-315M4,315,132.0,4,V1,400/690,IE3,Gietijzer,2,0,6319 C3,7319,IC411,8501538190,F/B,40,-20,V1-flens-verticaal-as naar beneden,PTC,RAL7030 / RAL7030,IP55,80x170,IEC60034,Boven-A1,0.95,1148
3S160.00D4F4.,YE3-315L1-4,315,160.0,4,B3,400/690,IE3,Gietijzer,1,0,NU319 C3,6319 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,80x170,IEC60034,Boven-A1,0.95,1150
3S160.00D4K4.,YE3-315L1-4,315,160.0,4,B3,400/690,IE3,Gietijzer,1,0,6319 C3,6319 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,80x170,IEC60034,Boven-A1,0.95,1150
3S160.00D4V4.,YE3-315L1-4,315,160.0,4,V1,400/690,IE3,Gietijzer,1,0,6319 C3,7319,IC411,8501538190,F/B,40,-20,V1-flens-verticaal-as naar beneden,PTC,RAL7030 / RAL7030,IP55,80x170,IEC60034,Boven-A1,0.95,1150
3S200.00D4F4.,YE3-315L2-4,315,200.0,4,B3,400/690,IE3,Gietijzer,0,2,NU319 C3,6319 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,80x170,IEC60034,Boven-A1,0.95,1250
3S200.00D4V4.,YE3-315L2-4,315,200.0,4,V1,400/690,IE3,Gietijzer,2,0,6319 C3,7319,IC411,8501538190,F/B,40,-20,V1-flens-verticaal-as naar beneden,PTC,RAL7030 / RAL7030,IP55,80x170,IEC60034,Boven-A1,0.95,1250
3S250.00D4V4.,YE3-355M2-4,355,250.0,4,V1,400/690,IE3,Gietijzer,0,1,6322 C3,7322,IC411,8501538190,F/B,40,-20,V1-flens-verticaal-as naar beneden,PTC,RAL7030 / RAL7030,IP55,100x210,IEC60034,Boven-A1,0.95,1725
3XE011.00D4FD4.,T3CR-132M-4,132,11.0,4,B35,400/690,IE3,Gietijzer,0,0,6308 2RS C3,6308 2RS C3,IC411,8501522089,F/B,40,-20,B35-voet & flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,38x80,IEC60034,Boven-A1,0.95,0
3XE018.50D4F4.,T3CR-160L2-4,160,18.5,4,B3,400/690,IE3,Gietijzer,2,42,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Boven-A1,0.95,154
3XE030.00D4F4.,T3CR-180L2-4,180,30.0,4,B3,400/690,IE3,Gietijzer,21,8,6311 2RS C3,6311 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,48x110,IEC60034,Boven-A1,0.95,206
3XE037.00D4F4.,T3CR-200L2-4,200,37.0,4,B3,400/690,IE3,Gietijzer,0,0,6312 2RS C3,6312 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,55x110,IEC60034,Boven-A1,0.95,276
3XE045.00D4F4.,T3CR-200L3-4,200,45.0,4,B3,400/690,IE3,Gietijzer,6,9,6312 2RS C3,6312 2RS C3,IC411,8501529090,F/B,40,-20,B3-voet-horizontaal,PTC,7030,IP55,55x110,IEC60034,Boven-A1,0.95,265
3XE055.00D4F4.,T3CR-225M2-4,225,55.0,4,B3,400/690,IE3,Gietijzer,7,10,6313 C3,6313 C3,IC411,8501529090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,60x140,IEC60034,Boven-A1,0.95,351
3XE075.00D4F4.,T3CR-250M2-4,250,75.0,4,B3,400/690,IE3,Gietijzer,4,0,6314 C3,6314 C3,IC411,8501529090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,65x140,IEC60034,Boven-A1,0.95,461
3XE110.00D4D4.,T3CR-280M2-4,280,110.0,4,B5,400/690,IE3,Gietijzer,0,3,6316 C3,6316 C3,IC411,8501538190,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,75x140,IEC60034,Boven-A1,0.95,685
3XE110.00D4F4.,T3CR-280M2-4,280,110.0,4,B3,400/690,IE3,Gietijzer,3,2,6316 C3,6316 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,75x140,IEC60034,Boven-A1,0.95,685
3XS018.50D4F4.,XE3-160L-4,160,18.5,4,B3,400/690,IE3,Gietijzer,0,0,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,42x110,IEC60034,Boven-A1,0.95,153
3XS045.00D4F4.,XE3-200L-4,200,45.0,4,B3,400/690,IE3,Gietijzer,0,0,6312 2RS C3,6312 2RS C3,IC411,8501529090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,55x110,IEC60034,Boven-A1,0.95,289
3XS055.00D4F4.,XE3-225M-4,225,55.0,4,B3,400/690,IE3,Gietijzer,0,0,6313 C3,6313 C3,IC411,8501529090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,60x140,IEC60034,Boven-A1,0.95,357
3XS055.00D4F4R.,XE3-225M-4,225,55.0,4,B3,400/690,IE3,Gietijzer,0,0,6313 C3,6313 C3,IC411,8501529090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,60x140,IEC60034,Rechts-B1,0.95,357
3XS075.00D4D4.,XE3-250M-4,250,75.0,4,B5,400/690,IE3,Gietijzer,0,0,6314 C3,6314 C3,IC411,8501529090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,65x140,IEC60034,Boven-A1,0.95,496
3XS075.00D4F4.,XE3-250M-4,250,75.0,4,B3,400/690,IE3,Gietijzer,6,0,6314 C3,6314 C3,IC411,8501529090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,65x140,IEC60034,Boven-A1,0.95,496
3XS110.00D4D4.,XE3-280M-4,280,110.0,4,B5,400/690,IE3,Gietijzer,0,0,6317 C3,6317 C3,IC411,8501538190,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,75x140,IEC60034,Boven-A1,0.95,692
3XS110.00D4F4.,XE3-280M-4,280,110.0,4,B3,400/690,IE3,Gietijzer,0,0,6317 C3,6317 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7030 / RAL7030,IP55,75x140,IEC60034,Boven-A1,0.95,692
3Y003.00D4D4.,YE3-100L2-4,100,3.0,4,B5,400/690,IE3,Gietijzer,2,0,6206 ZZ C3,6206 ZZ C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7030 / RAL7030,IP55,28x60,IEC60034,Boven-A1,0.95,56
4E000.75D4F2.,T4A-802-4,80,0.75,4,B3,230/400,IE4,Aluminium,11,18,6204 2RS C3,6204 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,19x40,IEC60034,Boven-A1,0.95,13
4E001.10D4F2.,T4A-90S-4,90,1.1,4,B3,230/400,IE4,Aluminium,11,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,24x50,IEC60034,Boven-A1,0.95,18
4E001.50D4F2.,T4A-90L1-4,90,1.5,4,B3,230/400,IE4,Aluminium,21,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,24x50,IEC60034,Boven-A1,0.95,21.5
4E002.20D4F2.,T4A-100L1-4,100,2.2,4,B3,230/400,IE4,Aluminium,0,18,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,28x60,IEC60034,Boven-A1,0.95,26
4E002.20D4F4.,T4A-100L1-4,100,2.2,4,B3,400/690,IE4,Aluminium,20,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,28x60,IEC60034,Boven-A1,0.95,26
4E003.00D4F2.,T4A-100L2-4,100,3.0,4,B3,230/400,IE4,Aluminium,30,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,28x60,IEC60034,Boven-A1,0.95,33
4E003.00D4F4.,T4A-100L2-4,100,3.0,4,B3,400/690,IE4,Aluminium,12,0,6206 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,28x60,IEC60034,Boven-A1,0.95,33
4E004.00D4F2.,T4A-112M1-4,112,4.0,4,B3,230/400,IE4,Aluminium,24,0,6306 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,28x60,IEC60034,Boven-A1,0.95,41
4E004.00D4F4.,T4A-112M1-4,112,4.0,4,B3,400/690,IE4,Aluminium,19,0,6306 2RS C3,6206 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,28x60,IEC60034,Boven-A1,0.95,41
4E005.50D4F2.,T4A-132S-4,132,5.5,4,B3,230/400,IE4,Aluminium,19,0,6308 2RS C3,6208 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,38x80,IEC60034,Boven-A1,0.95,56
4E005.50D4F4.,T4A-132S-4,132,5.5,4,B3,400/690,IE4,Aluminium,58,0,6308 2RS C3,6208 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,38x80,IEC60034,Boven-A1,0.95,56
4E007.50D4F2.,T4A-132M-4,132,7.5,4,B3,230/400,IE4,Aluminium,11,0,6308 2RS C3,6208 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,38x80,IEC60034,Boven-A1,0.95,74
4E007.50D4F4.,T4A-132M-4,132,7.5,4,B3,400/690,IE4,Aluminium,38,0,6308 2RS C3,6208 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,38x80,IEC60034,Boven-A1,0.95,74
4E011.00D4D4.,T4CR-160M-4,160,11.0,4,B5,400/690,IE4,Gietijzer,0,0,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7024 / RAL7024,IP55,42x110,IEC60034,Boven-A1,0.95,132
4E011.00D4F2.,T4CR-160M-4,160,11.0,4,B3,230/400,IE4,Gietijzer,0,0,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,42x110,IEC60034,Boven-A1,0.95,132
4E011.00D4F4.,T4CR-160M-4,160,11.0,4,B3,400/690,IE4,Gietijzer,24,0,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,42x110,IEC60034,Boven-A1,0.95,132
4E015.00D4D4.,T4CR-160L-4,160,15.0,4,B5,400/690,IE4,Gietijzer,0,0,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7024 / RAL7024,IP55,42x110,IEC60034,Boven-A1,0.95,179
4E015.00D4F2.,T4CR-160L-4,160,15.0,4,B3,230/400,IE4,Gietijzer,0,0,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,42x110,IEC60034,Boven-A1,0.95,179
4E015.00D4F4.,T4CR-160L-4,160,15.0,4,B3,400/690,IE4,Gietijzer,0,36,6309 2RS C3,6309 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,42x110,IEC60034,Boven-A1,0.95,179
4E018.50D4D4.,T4CR-180M-4,180,18.5,4,B5,400/690,IE4,Gietijzer,0,0,6311 2RS C3,6311 2RS C3,IC411,8501523090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7024 / RAL7024,IP55,48x110,IEC60034,Boven-A1,0.95,184
4E018.50D4F2.,T4CR-180M-4,180,18.5,4,B3,230/400,IE4,Gietijzer,0,0,6311 2RS C3,6311 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,48x110,IEC60034,Boven-A1,0.95,184
4E018.50D4F4.,T4CR-180M-4,180,18.5,4,B3,400/690,IE4,Gietijzer,15,8,6311 2RS C3,6311 2RS C3,IC411,8501523090,F/B,40,-20,B3,PTC,RAL7024 / RAL7024,IP55,48x110,IEC60034,Boven-A1,0.95,184
4E022.00D4D4.,T4CR-180L-4,180,22.0,4,B5,400/690,IE4,Gietijzer,0,0,6311 2RS C3,6311 2RS C3,IC411,8501523090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7024 / RAL7024,IP55,48x110,IEC60034,Boven-A1,0.95,206
4E022.00D4F2.,T4CR-180L-4,180,22.0,4,B3,230/400,IE4,Gietijzer,0,0,6311 2RS C3,6311 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,48x110,IEC60034,Boven-A1,0.95,206
4E022.00D4F4.,T4CR-180L-4,180,22.0,4,B3,400/690,IE4,Gietijzer,21,12,6311 2RS C3,6311 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,48x110,IEC60034,Boven-A1,0.95,206
4E030.00D4D4.,T4CR-200L-4,200,30.0,4,B5,400/690,IE4,Gietijzer,0,0,6312 2RS C3,6312 2RS C3,IC411,8501523090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7024 / RAL7024,IP55,55x110,IEC60034,Boven-A1,0.95,295
4E030.00D4F2.,T4CR-200L-4,200,30.0,4,B3,230/400,IE4,Gietijzer,0,0,6312 2RS C3,6312 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,55x110,IEC60034,Boven-A1,0.95,295
4E030.00D4F4.,T4CR-200L-4,200,30.0,4,B3,400/690,IE4,Gietijzer,25,4,6312 2RS C3,6312 2RS C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,55x110,IEC60034,Boven-A1,0.95,268
4E037.00D4D4.,T4CR-225S-4,225,37.0,4,B5,400/690,IE4,Gietijzer,0,0,6313 C3,6313 C3,IC411,8501523090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7024 / RAL7024,IP55,60x140,IEC60034,Boven-A1,0.95,335
4E037.00D4F4.,T4CR-225S-4,225,37.0,4,B3,400/690,IE4,Gietijzer,11,5,6313 C3,6313 C3,IC411,8501523090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,60x140,IEC60034,Boven-A1,0.95,335
4E045.00D4D4.,T4CR-225M-4,225,45.0,4,B5,400/690,IE4,Gietijzer,0,0,6313 C3,6313 C3,IC411,8501529090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7024 / RAL7024,IP55,60x140,IEC60034,Boven-A1,0.95,370
4E045.00D4F4.,T4CR-225M-4,225,45.0,4,B3,400/690,IE4,Gietijzer,10,4,6313 C3,6313 C3,IC411,8501529090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,60x140,IEC60034,Boven-A1,0.95,370
4E055.00D4D4.,T4CR-250M-4,250,55.0,4,B5,400/690,IE4,Gietijzer,0,0,6314 C3,6314 C3,IC411,8501529090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7024 / RAL7024,IP55,65x140,IEC60034,Boven-A1,0.95,487
4E055.00D4F4.,T4CR-250M-4,250,55.0,4,B3,400/690,IE4,Gietijzer,9,0,6314 C3,6314 C3,IC411,8501529090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,65x140,IEC60034,Boven-A1,0.95,487
4E075.00D4D4.,T4CR-280S-4,280,75.0,4,B5,400/690,IE4,Gietijzer,2,0,6316 C3,6316 C3,IC411,8501529090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7024 / RAL7024,IP55,75x140,IEC60034,Boven-A1,0.95,576
4E075.00D4F4.,T4CR-280S-4,280,75.0,4,B3,400/690,IE4,Gietijzer,11,0,6316 C3,6316 C3,IC411,8501529090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,75x140,IEC60034,Boven-A1,0.95,576
4E090.00D4D4.,T4CR-280M-4,280,90.0,4,B5,400/690,IE4,Gietijzer,0,0,6316 C3,6316 C3,IC411,8501538190,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7024 / RAL7024,IP55,75x140,IEC60034,Boven-A1,0.95,671
4E090.00D4F4.,T4CR-280M-4,280,90.0,4,B3,400/690,IE4,Gietijzer,8,0,NU316 C3,6316 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,75x140,IEC60034,Boven-A1,0.95,671
4E090.00D4K4.,T4CR-280M-4,280,90.0,4,B3,400/690,IE4,Gietijzer,5,0,6316 C3,6316 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,75x140,IEC60034,Boven-A1,0.95,671
4E110.00D4F4.,T4C-315S-4,315,110.0,4,B3,400/690,IE4,Gietijzer,0,0,NU319 C3,6319 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,80x170,IEC60034,Boven-A1,0.95,883
4E110.00D4K4.,T4C-315S-4,315,110.0,4,V1,400/690,IE4,Gietijzer,3,0,6319 C3,6319 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,80x170,IEC60034,Boven-A1,0.95,883
4E110.00D4V4.,T4C-315S-4,315,110.0,4,V1,400/690,IE4,Gietijzer,0,0,6319 C3,7319 C3,IC411,8501538190,F/B,40,-20,V1-flens-verticaal-as naar beneden,PTC,RAL7024 / RAL7024,IP55,80x170,IEC60034,Boven-A1,0.95,883
4E132.00D4F4.,T4C-315M-4,315,132.0,4,B3,400/690,IE4,Gietijzer,1,0,NU319 C3,6319 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,80x170,IEC60034,Boven-A1,0.95,1260
4E132.00D4K4.,T4C-315M-4,315,132.0,4,B3,400/690,IE4,Gietijzer,2,0,6319 C3,6319 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,80x170,IEC60034,Boven-A1,0.95,1260
4E132.00D4V4.,T4C-315M-4,315,132.0,4,V1,400/690,IE4,Gietijzer,0,0,6319 C3,7319 C3,IC411,8501538190,F/B,40,-20,V1-flens-verticaal-as naar beneden,PTC,RAL7024 / RAL7024,IP55,80x170,IEC60034,Boven-A1,0.95,1260
4E160.00D4F4.,T4C-315L1-4,315,160.0,4,B3,400/690,IE4,Gietijzer,0,1,NU319 C3,6319 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,80x170,IEC60034,Boven-A1,0.95,1377
4E160.00D4K4.,T4C-315L1-4,315,160.0,4,B3,400/690,IE4,Gietijzer,3,0,6319 C3,6319 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,80x170,IEC60034,Boven-A1,0.95,1113
4E160.00D4V4.,T4C-315L1-4,315,160.0,4,V1,400/690,IE4,Gietijzer,0,0,6319 C3,7319 C3,IC411,8501538190,F/B,40,-20,V1-flens-verticaal-as naar beneden,PTC,RAL7024 / RAL7024,IP55,80x170,IEC60034,Boven-A1,0.95,1377
4E200.00D4F4.,T4C-315L2-4,315,200.0,4,B3,400/690,IE4,Gietijzer,0,0,NU319 C3,6319 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,80x170,IEC60034,Boven-A1,0.95,1558
4E200.00D4K4.,T4C-315L2-4,315,200.0,4,B3,400/690,IE4,Gietijzer,2,0,6319 C3,6319 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,80x170,IEC60034,Boven-A1,0.95,1558
4E200.00D4V4.,T4C-315L2-4,315,200.0,4,V1,400/690,IE4,Gietijzer,0,0,6319 C3,7319 C3,IC411,8501538190,F/B,40,-20,V1-flens-verticaal-as naar beneden,PTC,RAL7024 / RAL7024,IP55,80x170,IEC60034,Boven-A1,0.95,1558
4E250.00D4F4.,T4C-355M2-4,355,250.0,4,B3,400/690,IE4,Gietijzer,0,0,NU322 C3,6322 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,100x210,IEC60034,Boven-A1,0.95,1740
4E250.00D4K4.,T4C-355M2-4,355,250.0,4,B3,400/690,IE4,Gietijzer,1,0,6322 C3,6322 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,100x210,IEC60034,Boven-A1,0.95,1740
4E250.00D4V4.,T4C-355M2-4,355,250.0,4,V1,400/690,IE4,Gietijzer,0,0,6322 C3,7322 C3,IC411,8501538190,F/B,40,-20,V1-flens-verticaal-as naar beneden,PTC,RAL7024 / RAL7024,IP55,100x210,IEC60034,Boven-A1,0.95,1740
4E315.00D4F4.,T4C-355L2-4,355,315.0,4,B3,400/690,IE4,Gietijzer,0,0,NU322 C3,6322 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,100x210,IEC60034,Boven-A1,0.95,1933
4E315.00D4K4.,T4C-355L2-4,355,315.0,4,B3,400/690,IE4,Gietijzer,1,0,6322 C3,6322 C3,IC411,8501538190,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL7024,IP55,100x210,IEC60034,Boven-A1,0.95,1933
4E355.00D4F4.,T4C-355L2-4,355,355.0,4,B3,400/690,IE4,Gietijzer,0,0,,,,,,,,,,,,,,,,
4M000.75D4D2.,JE4-802-4,80,0.75,4,B5,230/400,IE4,Aluminium,0,0,6204 2RS C3,6204 2RS C3,IC411,8501510090,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7024 / RAL9005,IP55,19x40,IEC60034,Boven-A1,0.95,13
4M000.75D4F2.,JE4-802-4,80,0.75,4,B3,230/400,IE4,Aluminium,0,0,6204 2RS C3,6204 2RS C3,IC411,8501510090,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL9005,IP55,19x40,IEC60034,Boven-A1,0.95,13
4M001.10D4D2.,JE4-90S4,90,1.1,4,B5,230/400,IE4,Aluminium,0,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7024 / RAL9005,IP55,24x50,IEC60034,Boven-A1,0.95,17.5
4M001.10D4F2.,JE4-90S4,90,1.1,4,B3,230/400,IE4,Aluminium,2,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B3-voet-horizontaal,PTC,RAL7024 / RAL9005,IP55,24x50,IEC60034,Boven-A1,0.95,17.5
4M001.50D4D2.,JE4-90L4,90,1.5,4,B5,230/400,IE4,Aluminium,0,0,6205 2RS C3,6205 2RS C3,IC411,8501522089,F/B,40,-20,B5-flens-horizontaal,PTC,RAL7024 / RAL9005,IP55,24x50,IEC60034,Boven-A1,0.95,20
